Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Priority,Ticket Channel,Assigned Agent,Agent Quality Score,First Response Time (hrs),Resolution Time (hrs),Num Interactions,SLA Breached,Reopened,Resolved First Contact,Purchase Days Ago,Customer Satisfaction Rating
5966,27,Male,Sony WH-1000XM5,05-02-2026,Billing inquiry,Critical,Phone,Agent_013,3.76,0.81,2.59,2,1,0,0,531,5
5967,39,Other,Bose QuietComfort,06-02-2026,Product inquiry,Critical,Email,Agent_011,4.02,3.38,3.1,4,1,0,0,612,3
5968,51,Female,Xbox Controller,06-02-2026,Technical issue,Critical,Chat,Agent_016,3.21,0.33,2.59,4,1,0,0,395,4
5969,38,Female,Dell XPS 13,07-02-2026,Technical issue,Medium,Social media,Agent_018,2.31,7.91,29.09,2,1,0,0,659,2
5970,54,Male,Sony WH-1000XM5,07-02-2026,Product inquiry,Critical,Phone,Agent_025,1.7,0.59,0.36,3,0,0,0,581,3
5971,22,Male,iPhone 15,07-02-2026,Product inquiry,Medium,Phone,Agent_047,4.36,0.87,17.93,2,0,1,0,130,3
5972,23,Female,Sony WH-1000XM5,08-02-2026,Billing inquiry,High,Social media,Agent_038,3.41,6.36,7.8,4,0,0,0,25,4
5973,49,Female,Samsung Galaxy,08-02-2026,Refund request,Low,Chat,Agent_040,4.48,0.35,21.86,3,0,0,0,627,3
5974,20,Female,Xbox Controller,08-02-2026,Product inquiry,High,Social media,Agent_004,1.73,7.32,7.21,3,0,0,0,90,3
5975,27,Male,HP Elite Laptop,09-02-2026,Technical issue,Medium,Email,Agent_048,2.8,3.46,35.23,3,1,0,0,273,2
5976,22,Male,LG Monitor,09-02-2026,Technical issue,Medium,Email,Agent_021,3.73,3.43,24.34,2,1,0,0,341,2
5977,41,Male,GoPro Hero,10-02-2026,Billing inquiry,High,Chat,Agent_011,4.02,0.23,2.95,2,0,0,0,212,5
5978,37,Male,MacBook Air,10-02-2026,Refund request,Low,Phone,Agent_034,3.01,0.5,59.79,5,1,0,0,623,1
5979,54,Male,HP Elite Laptop,10-02-2026,Cancellation request,Low,Phone,Agent_030,2.97,0.43,1.97,4,0,0,0,348,3
5980,48,Male,Bose QuietComfort,11-02-2026,Product inquiry,Medium,Chat,Agent_004,1.73,0.39,31.3,4,1,0,0,588,2
5981,64,Other,iPhone 15,11-02-2026,Product inquiry,High,Chat,Agent_014,3.19,0.38,6.11,1,0,1,1,296,3
5982,34,Male,iPhone 15,11-02-2026,Billing inquiry,Low,Email,Agent_011,4.02,2.79,93.78,4,1,0,0,390,1
5983,66,Female,MacBook Air,12-02-2026,Refund request,High,Email,Agent_004,1.73,2.85,2.4,2,0,0,0,88,3
5984,41,Female,Dell XPS 13,12-02-2026,Technical issue,High,Chat,Agent_026,1.33,0.42,8.07,3,1,0,0,427,2
5985,35,Female,Samsung Galaxy,13-02-2026,Technical issue,High,Phone,Agent_003,4.1,0.11,3.76,5,0,0,0,170,4
5986,43,Male,LG Monitor,13-02-2026,Cancellation request,Medium,Social media,Agent_037,2.88,1.41,19.7,2,0,0,0,147,3
5987,59,Female,HP Elite Laptop,13-02-2026,Technical issue,High,Social media,Agent_038,3.41,4.62,16.88,4,1,0,0,240,3
5988,24,Female,GoPro Hero,14-02-2026,Product inquiry,Low,Social media,Agent_041,3.03,8.14,38.73,3,0,1,0,55,2
5989,60,Female,Sony WH-1000XM5,14-02-2026,Cancellation request,Medium,Email,Agent_004,1.73,5.2,9.81,2,0,1,0,604,3
5990,31,Female,MacBook Air,14-02-2026,Refund request,High,Chat,Agent_026,1.33,0.13,10.71,5,1,1,0,669,2
5991,58,Other,Dell XPS 13,15-02-2026,Cancellation request,Critical,Phone,Agent_039,4.04,1.34,1.84,3,0,0,0,520,4
5992,66,Female,iPhone 15,15-02-2026,Refund request,Low,Email,Agent_045,2.19,1.71,39.55,1,0,0,1,299,2
5993,19,Male,GoPro Hero,16-02-2026,Technical issue,Medium,Chat,Agent_042,4.66,0.2,20.11,2,0,0,0,610,2
5994,47,Female,iPhone 15,16-02-2026,Billing inquiry,Critical,Chat,Agent_044,2.21,0.1,1.86,1,0,0,1,562,3
5995,66,Male,Xbox Controller,16-02-2026,Cancellation request,Critical,Social media,Agent_042,4.66,3.42,3.36,2,1,0,0,725,3
5996,34,Female,MacBook Air,17-02-2026,Cancellation request,Low,Social media,Agent_011,4.02,4.2,10.64,3,0,0,0,4,4
5997,37,Male,Dell XPS 13,17-02-2026,Product inquiry,Medium,Phone,Agent_011,4.02,0.93,24.99,2,1,0,0,364,2
5998,27,Male,Sony WH-1000XM5,17-02-2026,Product inquiry,Low,Phone,Agent_038,3.41,0.75,54.55,3,1,0,0,292,2
5999,41,Female,Bose QuietComfort,18-02-2026,Refund request,High,Social media,Agent_038,3.41,7.81,8.82,3,1,1,0,389,3
6000,61,Female,Dell XPS 13,18-02-2026,Billing inquiry,Medium,Social media,Agent_020,3.73,9.78,10.79,2,0,1,0,471,3
6001,29,Male,LG Monitor,19-02-2026,Product inquiry,High,Chat,Agent_026,1.33,0.68,4.09,2,0,0,0,531,3
6002,44,Male,Sony WH-1000XM5,19-02-2026,Product inquiry,Critical,Phone,Agent_038,3.41,1.04,1.88,2,0,0,0,426,5
6003,32,Female,HP Elite Laptop,19-02-2026,Technical issue,Critical,Chat,Agent_012,1.96,0.41,1.2,2,0,0,0,399,3
6004,26,Male,Dell XPS 13,20-02-2026,Technical issue,Critical,Phone,Agent_029,2.33,0.45,2.51,2,1,1,0,304,2
6005,35,Female,Sony WH-1000XM5,20-02-2026,Product inquiry,Low,Phone,Agent_014,3.19,0.81,76.52,5,1,0,0,713,1
6006,65,Male,HP Elite Laptop,20-02-2026,Refund request,Low,Email,Agent_050,3.02,1.94,49.65,4,1,1,0,104,1
6007,24,Female,Dell XPS 13,21-02-2026,Billing inquiry,High,Social media,Agent_025,1.7,6.58,6.95,3,0,0,0,331,3
6008,45,Female,GoPro Hero,21-02-2026,Product inquiry,Medium,Email,Agent_042,4.66,2.73,1.84,2,0,0,0,364,4
6009,63,Male,Bose QuietComfort,22-02-2026,Refund request,Low,Phone,Agent_042,4.66,0.41,55.3,1,1,0,1,366,1
6010,53,Male,GoPro Hero,22-02-2026,Refund request,Medium,Chat,Agent_039,4.04,0.1,14.69,3,0,0,0,82,3
6011,20,Male,LG Monitor,22-02-2026,Product inquiry,Critical,Phone,Agent_026,1.33,0.67,1.87,3,0,0,0,567,3
6012,61,Female,Sony WH-1000XM5,23-02-2026,Refund request,Critical,Email,Agent_010,3.41,1.64,1.46,2,0,0,0,676,5
6013,33,Female,HP Elite Laptop,23-02-2026,Cancellation request,Low,Social media,Agent_014,3.19,6.61,43.03,4,0,0,0,85,2
6014,53,Female,Xbox Controller,23-02-2026,Refund request,Medium,Chat,Agent_005,5.0,0.33,26.72,2,1,0,0,219,2
6015,21,Male,Dell XPS 13,24-02-2026,Product inquiry,Medium,Phone,Agent_022,3.54,0.54,29.04,2,1,0,0,368,2
6016,52,Male,Xbox Controller,24-02-2026,Refund request,Critical,Phone,Agent_011,4.02,0.51,3.25,3,1,0,0,725,4
6017,26,Male,Dell XPS 13,25-02-2026,Product inquiry,Medium,Social media,Agent_029,2.33,1.53,21.73,2,0,0,0,715,3
6018,63,Male,LG Monitor,25-02-2026,Technical issue,Critical,Phone,Agent_007,4.34,0.38,1.98,3,0,0,0,242,4
6019,29,Female,Xbox Controller,25-02-2026,Product inquiry,High,Phone,Agent_018,2.31,0.33,13.14,4,1,1,0,162,2
6020,27,Female,HP Elite Laptop,26-02-2026,Refund request,Critical,Social media,Agent_031,1.88,2.86,3.08,2,1,0,0,179,2
6021,63,Female,Samsung Galaxy,26-02-2026,Product inquiry,High,Email,Agent_043,3.9,1.68,13.36,4,1,0,0,92,3
6022,61,Male,GoPro Hero,26-02-2026,Billing inquiry,Critical,Email,Agent_020,3.73,1.58,3.14,6,1,0,0,500,4
6023,61,Female,HP Elite Laptop,27-02-2026,Product inquiry,High,Email,Agent_035,3.42,1.86,17.94,1,1,0,1,650,3
6024,19,Female,iPhone 15,27-02-2026,Product inquiry,Low,Email,Agent_007,4.34,1.95,66.07,2,1,0,0,506,1
6025,36,Female,MacBook Air,28-02-2026,Billing inquiry,Low,Chat,Agent_030,2.97,0.43,22.62,5,0,0,0,624,3
6026,30,Female,LG Monitor,28-02-2026,Billing inquiry,Critical,Chat,Agent_004,1.73,0.38,2.94,1,1,0,1,169,2
6027,59,Male,Bose QuietComfort,28-02-2026,Billing inquiry,Low,Social media,Agent_030,2.97,2.67,57.11,1,1,0,1,387,1
6028,50,Male,Dell XPS 13,01-03-2026,Cancellation request,Medium,Social media,Agent_030,2.97,4.02,19.75,3,0,0,0,321,3
6029,18,Female,HP Elite Laptop,01-03-2026,Product inquiry,High,Social media,Agent_030,2.97,0.42,6.3,3,0,1,0,101,3
6030,45,Male,Xbox Controller,01-03-2026,Billing inquiry,High,Chat,Agent_018,2.31,0.37,7.51,5,0,0,0,296,3
6031,57,Male,MacBook Air,02-03-2026,Billing inquiry,Low,Phone,Agent_043,3.9,0.49,3.53,6,0,0,0,193,4
6032,23,Female,Samsung Galaxy,02-03-2026,Technical issue,Medium,Chat,Agent_046,2.74,0.21,6.76,1,0,0,1,461,3
6033,69,Female,iPhone 15,03-03-2026,Cancellation request,Medium,Email,Agent_010,3.41,6.2,25.16,2,1,0,0,719,2
6034,20,Female,Xbox Controller,03-03-2026,Product inquiry,Medium,Email,Agent_014,3.19,2.66,18.26,4,0,0,0,286,3
6035,62,Male,GoPro Hero,03-03-2026,Refund request,Critical,Phone,Agent_036,2.93,0.66,1.65,2,0,0,0,216,3
6036,42,Male,Samsung Galaxy,04-03-2026,Cancellation request,High,Social media,Agent_023,3.96,4.2,6.82,4,0,0,0,456,4
6037,61,Female,MacBook Air,04-03-2026,Cancellation request,Critical,Chat,Agent_012,1.96,0.18,0.66,2,0,0,0,228,3
6038,69,Other,Sony WH-1000XM5,04-03-2026,Technical issue,Low,Phone,Agent_012,1.96,0.6,65.97,3,1,0,0,361,1
6039,33,Female,Sony WH-1000XM5,05-03-2026,Product inquiry,Medium,Phone,Agent_034,3.01,0.42,20.6,9,0,0,0,43,3
6040,60,Female,MacBook Air,05-03-2026,Product inquiry,High,Chat,Agent_026,1.33,0.45,8.35,4,1,0,0,181,2
6041,21,Female,Sony WH-1000XM5,06-03-2026,Billing inquiry,Medium,Phone,Agent_006,2.49,0.47,35.48,1,1,0,1,511,2
6042,25,Female,LG Monitor,06-03-2026,Billing inquiry,Low,Social media,Agent_037,2.88,4.4,39.94,3,0,0,0,462,2
6043,56,Male,HP Elite Laptop,06-03-2026,Cancellation request,Critical,Chat,Agent_015,3.66,0.5,3.09,6,1,0,0,286,4
6044,33,Female,Dell XPS 13,07-03-2026,Technical issue,Critical,Chat,Agent_042,4.66,0.37,2.56,2,1,0,0,297,5
6045,61,Female,HP Elite Laptop,07-03-2026,Product inquiry,Medium,Phone,Agent_039,4.04,0.59,34.8,5,1,1,0,556,2
6046,55,Female,iPhone 15,07-03-2026,Technical issue,Medium,Social media,Agent_019,3.74,5.65,35.8,3,1,0,0,37,2
6047,40,Female,HP Elite Laptop,08-03-2026,Refund request,Low,Social media,Agent_040,4.48,7.33,60.5,2,1,0,0,83,1
6048,23,Female,HP Elite Laptop,08-03-2026,Product inquiry,Critical,Email,Agent_047,4.36,6.78,2.11,1,1,0,1,257,3
6049,60,Male,GoPro Hero,09-03-2026,Billing inquiry,High,Chat,Agent_023,3.96,0.28,10.19,5,1,1,0,217,3
6050,61,Female,Dell XPS 13,09-03-2026,Cancellation request,Low,Email,Agent_036,2.93,2.86,23.11,3,0,1,0,522,3
6051,33,Male,HP Elite Laptop,09-03-2026,Technical issue,Low,Social media,Agent_013,3.76,3.31,57.28,5,1,0,0,26,1
6052,33,Female,Dell XPS 13,10-03-2026,Billing inquiry,High,Social media,Agent_031,1.88,4.33,11.39,4,1,0,0,251,2
6053,40,Male,Bose QuietComfort,10-03-2026,Cancellation request,Low,Email,Agent_037,2.88,3.58,25.26,1,0,0,1,215,2
6054,33,Male,Sony WH-1000XM5,10-03-2026,Billing inquiry,Critical,Chat,Agent_026,1.33,0.42,3.49,3,1,0,0,657,2
6055,53,Male,Xbox Controller,11-03-2026,Product inquiry,Critical,Email,Agent_043,3.9,4.74,2.14,4,1,0,0,320,3
6056,29,Female,GoPro Hero,11-03-2026,Technical issue,Critical,Social media,Agent_048,2.8,4.12,2.58,2,1,0,0,411,2
6057,54,Male,Sony WH-1000XM5,12-03-2026,Refund request,High,Social media,Agent_018,2.31,6.0,3.39,2,0,0,0,459,3
6058,26,Male,Dell XPS 13,12-03-2026,Billing inquiry,Medium,Phone,Agent_047,4.36,0.32,2.86,5,0,0,0,324,4
6059,35,Female,Sony WH-1000XM5,12-03-2026,Technical issue,Low,Phone,Agent_033,2.44,0.35,77.33,2,1,0,0,530,1
6060,26,Male,HP Elite Laptop,13-03-2026,Product inquiry,High,Email,Agent_040,4.48,4.38,7.65,1,0,0,1,339,4
6061,65,Female,Xbox Controller,13-03-2026,Billing inquiry,Medium,Phone,Agent_032,2.89,0.47,36.06,2,1,1,0,228,2
6062,38,Female,HP Elite Laptop,13-03-2026,Product inquiry,Medium,Social media,Agent_004,1.73,3.33,22.05,2,0,0,0,236,3
6063,18,Female,iPhone 15,14-03-2026,Refund request,Medium,Chat,Agent_041,3.03,0.12,13.74,4,0,0,0,366,3
6064,40,Male,HP Elite Laptop,14-03-2026,Refund request,Low,Chat,Agent_019,3.74,0.5,89.76,3,1,0,0,434,1
6065,22,Female,Xbox Controller,15-03-2026,Cancellation request,Medium,Email,Agent_007,4.34,0.46,23.32,1,0,0,1,449,3
6066,36,Male,Samsung Galaxy,15-03-2026,Cancellation request,High,Phone,Agent_047,4.36,0.16,8.65,2,1,0,0,507,3
6067,52,Male,Bose QuietComfort,15-03-2026,Cancellation request,Medium,Email,Agent_035,3.42,3.92,22.12,5,0,1,0,276,3
6068,50,Male,Dell XPS 13,16-03-2026,Product inquiry,Medium,Phone,Agent_026,1.33,0.49,7.07,2,0,0,0,633,3
6069,63,Female,Bose QuietComfort,16-03-2026,Cancellation request,Medium,Chat,Agent_044,2.21,0.41,30.69,3,1,0,0,62,2
6070,35,Male,iPhone 15,16-03-2026,Technical issue,Low,Phone,Agent_023,3.96,0.48,58.31,4,1,0,0,331,1
6071,57,Female,Bose QuietComfort,17-03-2026,Product inquiry,Critical,Phone,Agent_034,3.01,0.77,3.09,4,1,0,0,187,3
6072,31,Female,Sony WH-1000XM5,17-03-2026,Product inquiry,Medium,Email,Agent_007,4.34,4.86,14.45,2,0,0,0,537,3
6073,37,Female,MacBook Air,18-03-2026,Cancellation request,Low,Chat,Agent_011,4.02,0.55,10.34,5,0,1,0,505,3
6074,69,Male,GoPro Hero,18-03-2026,Cancellation request,Medium,Phone,Agent_008,3.14,0.49,31.06,2,1,0,0,608,2
6075,30,Other,Xbox Controller,18-03-2026,Product inquiry,Critical,Chat,Agent_013,3.76,0.18,3.51,4,1,0,0,321,4
6076,33,Female,GoPro Hero,19-03-2026,Refund request,Medium,Phone,Agent_032,2.89,0.54,4.91,3,0,0,0,193,3
6077,58,Female,Xbox Controller,19-03-2026,Refund request,Medium,Chat,Agent_041,3.03,0.22,7.45,2,0,0,0,254,4
6078,48,Male,Dell XPS 13,19-03-2026,Cancellation request,Medium,Phone,Agent_034,3.01,0.41,17.59,2,0,0,0,579,3
6079,56,Female,Bose QuietComfort,20-03-2026,Refund request,Low,Social media,Agent_018,2.31,9.79,12.36,6,0,0,0,314,2
6080,52,Male,Dell XPS 13,20-03-2026,Technical issue,Low,Chat,Agent_015,3.66,0.48,38.77,3,0,1,0,552,2
6081,37,Male,HP Elite Laptop,21-03-2026,Technical issue,Critical,Social media,Agent_043,3.9,4.34,2.58,2,1,0,0,224,3
6082,18,Male,HP Elite Laptop,21-03-2026,Technical issue,Medium,Social media,Agent_024,4.32,4.8,32.96,3,1,0,0,431,2
6083,57,Female,GoPro Hero,21-03-2026,Product inquiry,High,Social media,Agent_047,4.36,3.8,10.36,3,1,0,0,356,3
6084,63,Male,LG Monitor,22-03-2026,Product inquiry,Medium,Phone,Agent_021,3.73,0.6,22.4,2,0,0,0,427,3
6085,30,Male,LG Monitor,22-03-2026,Product inquiry,Low,Chat,Agent_018,2.31,0.29,78.9,5,1,0,0,392,1
6086,24,Female,MacBook Air,22-03-2026,Product inquiry,High,Phone,Agent_014,3.19,0.82,0.57,3,0,0,0,222,4
6087,62,Female,LG Monitor,23-03-2026,Product inquiry,Medium,Phone,Agent_019,3.74,0.55,11.53,3,0,0,0,103,4
6088,39,Male,iPhone 15,23-03-2026,Cancellation request,High,Chat,Agent_013,3.76,0.22,8.33,3,1,1,0,318,3
6089,24,Female,Sony WH-1000XM5,24-03-2026,Refund request,High,Email,Agent_016,3.21,5.22,5.13,5,0,0,0,674,4
6090,37,Male,Sony WH-1000XM5,24-03-2026,Cancellation request,Critical,Phone,Agent_002,2.83,0.67,2.06,3,1,0,0,537,2
6091,69,Male,HP Elite Laptop,24-03-2026,Refund request,Low,Social media,Agent_034,3.01,6.02,59.76,3,1,0,0,666,1
6092,54,Male,LG Monitor,25-03-2026,Cancellation request,Low,Phone,Agent_049,1.69,0.09,34.96,2,0,0,0,219,2
6093,53,Female,MacBook Air,25-03-2026,Technical issue,Medium,Email,Agent_026,1.33,2.98,17.63,3,0,0,0,438,3
6094,21,Male,Xbox Controller,25-03-2026,Billing inquiry,Low,Social media,Agent_022,3.54,3.24,41.89,4,0,0,0,727,2
6095,23,Male,HP Elite Laptop,26-03-2026,Product inquiry,Medium,Phone,Agent_020,3.73,0.26,34.71,3,1,0,0,169,2
6096,63,Male,Dell XPS 13,26-03-2026,Billing inquiry,Low,Chat,Agent_029,2.33,0.34,63.41,2,1,0,0,592,1
6097,20,Female,LG Monitor,27-03-2026,Billing inquiry,Medium,Social media,Agent_018,2.31,4.7,33.85,5,1,0,0,72,2
6098,20,Male,HP Elite Laptop,27-03-2026,Technical issue,Low,Email,Agent_029,2.33,4.93,51.83,2,1,0,0,575,1
6099,20,Male,LG Monitor,27-03-2026,Billing inquiry,High,Phone,Agent_042,4.66,0.41,8.9,2,1,1,0,456,3
6100,53,Male,iPhone 15,28-03-2026,Billing inquiry,High,Chat,Agent_044,2.21,0.23,12.86,4,1,0,0,75,2
6101,26,Male,MacBook Air,28-03-2026,Technical issue,Low,Social media,Agent_027,4.57,3.34,27.63,4,0,0,0,263,2
6102,33,Female,GoPro Hero,28-03-2026,Refund request,High,Social media,Agent_035,3.42,5.67,12.96,3,1,0,0,469,3
6103,68,Female,Samsung Galaxy,29-03-2026,Cancellation request,Medium,Chat,Agent_029,2.33,0.52,26.26,1,1,0,1,610,2
6104,33,Male,MacBook Air,29-03-2026,Billing inquiry,Medium,Email,Agent_006,2.49,3.05,24.79,2,1,1,0,597,2
6105,29,Male,LG Monitor,30-03-2026,Product inquiry,Low,Social media,Agent_037,2.88,3.6,36.04,2,0,0,0,661,2
6106,55,Male,Dell XPS 13,30-03-2026,Technical issue,High,Email,Agent_025,1.7,2.78,13.04,3,1,0,0,518,2
6107,37,Male,Dell XPS 13,30-03-2026,Billing inquiry,Medium,Email,Agent_021,3.73,4.03,34.32,5,1,0,0,621,2
6108,48,Male,GoPro Hero,31-03-2026,Refund request,Low,Chat,Agent_031,1.88,0.52,15.72,3,0,0,0,199,3
6109,47,Female,Bose QuietComfort,31-03-2026,Refund request,Critical,Social media,Agent_040,4.48,8.01,2.52,2,1,0,0,338,3
6110,38,Other,Dell XPS 13,31-03-2026,Product inquiry,Low,Phone,Agent_050,3.02,0.52,30.85,4,0,0,0,38,2
6111,20,Other,HP Elite Laptop,01-04-2026,Billing inquiry,Critical,Chat,Agent_016,3.21,0.42,1.93,4,0,0,0,319,4
6112,38,Female,Dell XPS 13,01-04-2026,Product inquiry,Medium,Chat,Agent_014,3.19,0.47,6.08,2,0,0,0,640,4
6113,45,Female,Samsung Galaxy,02-04-2026,Refund request,High,Email,Agent_006,2.49,2.94,8.83,3,1,0,0,140,2
6114,45,Female,GoPro Hero,02-04-2026,Refund request,High,Phone,Agent_011,4.02,0.72,9.03,3,1,0,0,248,3
6115,22,Male,HP Elite Laptop,02-04-2026,Cancellation request,Critical,Chat,Agent_027,4.57,0.47,2.47,3,1,0,0,659,4
6116,24,Female,LG Monitor,03-04-2026,Refund request,Critical,Email,Agent_038,3.41,3.85,1.79,4,0,0,0,427,4
6117,22,Male,MacBook Air,03-04-2026,Technical issue,Critical,Social media,Agent_005,5.0,7.08,1.92,2,0,1,0,195,3
6118,26,Female,GoPro Hero,03-04-2026,Cancellation request,Medium,Email,Agent_015,3.66,6.15,1.62,5,0,0,0,215,4
6119,64,Female,Samsung Galaxy,04-04-2026,Product inquiry,High,Phone,Agent_038,3.41,0.34,12.05,2,1,0,0,645,3
6120,38,Male,Sony WH-1000XM5,04-04-2026,Refund request,High,Phone,Agent_016,3.21,0.88,1.11,3,0,0,0,541,4
6121,37,Male,Samsung Galaxy,05-04-2026,Technical issue,Low,Email,Agent_018,2.31,3.34,57.76,3,1,0,0,610,1
6122,55,Female,Xbox Controller,05-04-2026,Cancellation request,Critical,Social media,Agent_033,2.44,4.91,1.97,4,0,0,0,389,3
6123,57,Male,Xbox Controller,05-04-2026,Technical issue,Medium,Phone,Agent_035,3.42,0.41,31.08,2,1,0,0,429,2
6124,69,Female,Sony WH-1000XM5,06-04-2026,Cancellation request,Low,Phone,Agent_024,4.32,0.62,51.84,2,1,0,0,694,1
6125,54,Female,iPhone 15,06-04-2026,Cancellation request,Medium,Social media,Agent_035,3.42,3.75,12.39,2,0,0,0,152,3
6126,34,Female,Dell XPS 13,06-04-2026,Cancellation request,High,Chat,Agent_007,4.34,0.33,10.46,1,1,0,1,103,3
6127,59,Female,MacBook Air,07-04-2026,Product inquiry,Medium,Phone,Agent_014,3.19,0.19,23.68,3,0,0,0,405,3
6128,45,Male,Bose QuietComfort,07-04-2026,Cancellation request,Medium,Email,Agent_050,3.02,3.21,21.46,3,0,0,0,288,3
6129,48,Male,Bose QuietComfort,08-04-2026,Cancellation request,Low,Social media,Agent_030,2.97,2.79,53.69,4,1,0,0,133,1
6130,50,Female,MacBook Air,08-04-2026,Technical issue,High,Phone,Agent_024,4.32,0.51,12.82,2,1,0,0,446,3
6131,49,Female,Samsung Galaxy,08-04-2026,Cancellation request,Critical,Chat,Agent_015,3.66,0.35,1.84,3,0,0,0,402,4
6132,49,Female,Sony WH-1000XM5,09-04-2026,Product inquiry,Medium,Phone,Agent_013,3.76,0.32,28.69,3,1,1,0,35,2
6133,65,Male,Sony WH-1000XM5,09-04-2026,Technical issue,High,Chat,Agent_019,3.74,0.21,9.05,2,1,1,0,592,3
6134,40,Male,LG Monitor,09-04-2026,Cancellation request,Low,Phone,Agent_029,2.33,0.44,37.96,4,0,0,0,344,2
6135,38,Other,GoPro Hero,10-04-2026,Technical issue,Low,Phone,Agent_022,3.54,0.38,34.14,8,0,0,0,484,2
6136,42,Male,HP Elite Laptop,10-04-2026,Product inquiry,Medium,Email,Agent_002,2.83,3.23,12.09,5,0,0,0,645,3
6137,50,Female,Xbox Controller,11-04-2026,Technical issue,Low,Social media,Agent_039,4.04,4.7,60.26,2,1,0,0,521,1
6138,20,Male,Bose QuietComfort,11-04-2026,Product inquiry,High,Social media,Agent_013,3.76,7.36,5.82,5,0,0,0,388,4
6139,23,Female,Dell XPS 13,11-04-2026,Refund request,High,Email,Agent_036,2.93,3.17,3.13,4,0,1,0,545,3
6140,66,Female,HP Elite Laptop,12-04-2026,Cancellation request,Medium,Social media,Agent_038,3.41,5.87,23.51,1,0,0,1,699,3
6141,45,Female,Samsung Galaxy,12-04-2026,Product inquiry,Medium,Social media,Agent_018,2.31,4.8,35.95,3,1,1,0,11,2
6142,19,Male,LG Monitor,12-04-2026,Cancellation request,Critical,Social media,Agent_015,3.66,1.16,3.37,2,1,0,0,581,5
6143,49,Female,HP Elite Laptop,13-04-2026,Product inquiry,Low,Phone,Agent_035,3.42,0.52,20.68,3,0,0,0,138,3
6144,43,Female,LG Monitor,13-04-2026,Billing inquiry,Medium,Phone,Agent_017,2.74,0.05,25.68,1,1,0,1,131,2
6145,22,Male,Bose QuietComfort,14-04-2026,Billing inquiry,Critical,Chat,Agent_048,2.8,0.28,2.73,1,1,0,1,399,2
6146,28,Female,Bose QuietComfort,14-04-2026,Billing inquiry,Critical,Chat,Agent_013,3.76,0.44,2.68,3,1,0,0,251,4
6147,27,Female,Dell XPS 13,14-04-2026,Product inquiry,Medium,Social media,Agent_022,3.54,2.19,23.18,4,0,0,0,635,3
6148,32,Female,Sony WH-1000XM5,15-04-2026,Cancellation request,Medium,Social media,Agent_040,4.48,0.41,43.47,3,1,0,0,366,2
6149,35,Female,Samsung Galaxy,15-04-2026,Billing inquiry,Low,Social media,Agent_021,3.73,3.17,78.43,1,1,0,1,421,1
6150,66,Male,iPhone 15,15-04-2026,Cancellation request,Low,Email,Agent_026,1.33,3.28,46.06,4,0,0,0,424,2
6151,31,Male,MacBook Air,16-04-2026,Product inquiry,High,Phone,Agent_046,2.74,0.44,6.54,1,0,0,1,162,3
6152,45,Male,Dell XPS 13,16-04-2026,Cancellation request,Low,Social media,Agent_004,1.73,1.79,56.3,5,1,0,0,95,1
6153,47,Female,Bose QuietComfort,17-04-2026,Cancellation request,Critical,Social media,Agent_007,4.34,3.78,2.68,5,1,1,0,162,3
6154,30,Female,GoPro Hero,17-04-2026,Billing inquiry,Medium,Phone,Agent_010,3.41,0.68,24.8,2,1,0,0,361,2
6155,37,Female,Sony WH-1000XM5,17-04-2026,Technical issue,Low,Chat,Agent_015,3.66,0.3,51.48,2,1,0,0,229,1
6156,19,Male,MacBook Air,18-04-2026,Refund request,Low,Social media,Agent_026,1.33,7.05,84.93,3,1,0,0,116,1
6157,42,Male,GoPro Hero,18-04-2026,Product inquiry,Medium,Social media,Agent_016,3.21,3.66,42.89,4,1,0,0,221,2
6158,61,Female,Dell XPS 13,18-04-2026,Product inquiry,Low,Social media,Agent_040,4.48,1.28,66.92,6,1,0,0,463,1
6159,60,Male,HP Elite Laptop,19-04-2026,Product inquiry,High,Social media,Agent_034,3.01,9.22,11.89,2,1,0,0,681,3
6160,68,Male,iPhone 15,19-04-2026,Refund request,Critical,Phone,Agent_017,2.74,0.65,3.05,5,1,0,0,315,2
6161,29,Female,LG Monitor,20-04-2026,Technical issue,Critical,Phone,Agent_038,3.41,0.88,2.0,2,1,0,0,330,5
6162,42,Male,MacBook Air,20-04-2026,Cancellation request,High,Phone,Agent_016,3.21,0.53,10.0,2,1,0,0,657,4
6163,21,Male,MacBook Air,20-04-2026,Product inquiry,Critical,Chat,Agent_034,3.01,0.31,2.46,2,1,0,0,286,5
6164,59,Male,Dell XPS 13,21-04-2026,Cancellation request,High,Social media,Agent_029,2.33,8.59,13.12,3,1,1,0,182,2
6165,29,Male,MacBook Air,21-04-2026,Billing inquiry,Medium,Chat,Agent_018,2.31,0.58,27.71,3,1,0,0,456,2
6166,24,Other,LG Monitor,21-04-2026,Billing inquiry,High,Chat,Agent_011,4.02,0.15,11.64,2,1,0,0,275,3
6167,55,Male,LG Monitor,22-04-2026,Billing inquiry,Low,Phone,Agent_012,1.96,0.4,45.29,2,0,0,0,37,2
6168,57,Male,GoPro Hero,22-04-2026,Product inquiry,Low,Social media,Agent_037,2.88,2.79,64.84,2,1,0,0,443,1
6169,49,Male,HP Elite Laptop,23-04-2026,Refund request,High,Social media,Agent_002,2.83,6.66,9.29,5,1,0,0,36,2
